Row Id.,S_CODE,S_CITY,E_CODE,E_CITY,VACATION_No,VACATION_Yes,SW_No,SW_Yes,SLOT_Controlled,SLOT_Free,GATE_Constrained,GATE_Free,COUPON,NEW,HI,S_INCOME,E_INCOME,S_POP,E_POP,DISTANCE,PAX,FARE
314,*,Kansas City         MO,*,Orlando             FL,0,1,0,1,0,1,0,1,1.68,0,1771.850445,"$25,450.00","$22,360.00",1694803,1421287,1064,5610,$121.35
315,*,Las Vegas           NV,*,Orlando             FL,0,1,1,0,0,1,0,1,1.48,3,3285.293395,"$24,575.00","$22,360.00",1197234,1421287,2035,5829,$117.59
316,*,Los Angeles         CA,*,Orlando             FL,0,1,1,0,0,1,0,1,1.4,3,4628.936433,"$24,706.00","$22,360.00",9056076,1421287,2216,8084,$258.43
317,*,Miami               FL,*,Orlando             FL,0,1,1,0,0,1,0,1,1,0,5149.70194,"$21,207.00","$22,360.00",2105604,1421287,192,7967,$96.53
318,*,Miami               FL,*,Orlando             FL,0,1,1,0,0,1,0,1,1,0,5149.70194,"$21,207.00","$22,360.00",2105604,1421287,192,7967,$96.53
319,*,Minneapolis/St Paul MN,*,Orlando             FL,0,1,1,0,0,1,1,0,1.34,3,6037.841514,"$28,739.00","$22,360.00",2761118,1421287,1308,4978,$204.62
320,*,New Orleans         LA,*,Orlando             FL,0,1,0,1,0,1,0,1,1.3,3,2424.611898,"$22,038.00","$22,360.00",1308499,1421287,541,5057,$92.35
321,JFK,New York/Newark     NY,*,Orlando             FL,0,1,1,0,1,0,0,1,1.08,3,2386.852227,"$32,991.00","$22,360.00",8621121,1421287,947,54990,$123.97
322,LGA,New York/Newark     NY,*,Orlando             FL,0,1,1,0,1,0,0,1,1.08,3,2386.852227,"$32,991.00","$22,360.00",8621121,1421287,947,54990,$123.97
323,EWR,New York/Newark     NY,*,Orlando             FL,0,1,1,0,0,1,1,0,1.08,3,2386.852227,"$32,991.00","$22,360.00",8621121,1421287,947,54990,$123.97
324,*,Atlanta             GA,*,Philadelphia/Camden PA,1,0,1,0,0,1,0,1,1.06,3,4248.472107,"$26,993.00","$27,994.00",3532657,4948339,674,16512,$125.09
325,*,Boston              MA,*,Philadelphia/Camden PA,1,0,1,0,0,1,0,1,1.02,0,9649.01234,"$30,124.00","$27,994.00",5787293,4948339,265,17196,$138.56
326,ORD,Chicago             IL,*,Philadelphia/Camden PA,1,0,1,0,1,0,0,1,1.08,3,3748.60103,"$29,260.00","$27,994.00",7830332,4948339,673,16559,$215.06
327,MDW,Chicago             IL,*,Philadelphia/Camden PA,1,0,1,0,0,1,0,1,1.08,3,3748.60103,"$29,260.00","$27,994.00",7830332,4948339,673,16559,$215.06
328,*,Dallas/Fort Worth   TX,*,Philadelphia/Camden PA,1,0,1,0,0,1,0,1,1.17,3,5921.733597,"$28,637.00","$27,994.00",3036732,4948339,1314,7630,$249.45
329,*,Denver              CO,*,Philadelphia/Camden PA,1,0,1,0,0,1,0,1,1.35,3,5840.941311,"$29,055.00","$27,994.00",1862106,4948339,1568,3599,$335.55
330,*,Detroit             MI,*,Philadelphia/Camden PA,1,0,1,0,0,1,1,0,1.05,3,4597.286997,"$26,506.00","$27,994.00",4459144,4948339,450,7899,$175.66
331,*,Fort Lauderdale     FL,*,Philadelphia/Camden PA,0,1,1,0,0,1,0,1,1.21,3,7577.560567,"$26,752.00","$27,994.00",1440377,4948339,997,6541,$132.77
332,*,Houston             TX,*,Philadelphia/Camden PA,1,0,1,0,0,1,0,1,1.36,3,5679.245092,"$27,211.00","$27,994.00",3770125,4948339,1347,4023,$353.56
333,*,Las Vegas           NV,*,Philadelphia/Camden PA,0,1,1,0,0,1,0,1,1.36,3,2494.446357,"$24,575.00","$27,994.00",1197234,4948339,2179,6948,$165.90
334,*,Los Angeles         CA,*,Philadelphia/Camden PA,1,0,1,0,0,1,0,1,1.37,3,3264.938103,"$24,706.00","$27,994.00",9056076,4948339,2407,8981,$293.21
335,*,Miami               FL,*,Philadelphia/Camden PA,0,1,1,0,0,1,0,1,1.15,3,4191.139723,"$21,207.00","$27,994.00",2105604,4948339,1026,5725,$152.67
336,*,Minneapolis/St Paul MN,*,Philadelphia/Camden PA,1,0,1,0,0,1,1,0,1.18,3,7362.530068,"$28,739.00","$27,994.00",2761118,4948339,979,4149,$295.46
337,*,Orlando             FL,*,Philadelphia/Camden PA,0,1,1,0,0,1,0,1,1.14,3,5335.321074,"$22,360.00","$27,994.00",1421287,4948339,872,17853,$114.28
338,*,Albuquerque         NM,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1,3,6362.24047,"$22,089.00","$23,025.00",668159,2753373,327,13947,$57.05
339,*,Atlanta             GA,*,Phoenix             AZ,1,0,1,0,0,1,0,1,1.25,3,4275.352265,"$26,993.00","$23,025.00",3532657,2753373,1591,5944,$200.09
340,*,Austin              TX,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.1,3,4252.085324,"$23,665.00","$23,025.00",1038660,2753373,876,4511,$105.41
341,*,Boston              MA,*,Phoenix             AZ,1,0,1,0,0,1,0,1,1.7,3,1710.89592,"$30,124.00","$23,025.00",5787293,2753373,2295,7130,$197.42
342,*,Burbank             CA,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1,3,5266.715664,"$24,706.00","$23,025.00",9056076,2753373,363,10529,$57.33
343,ORD,Chicago             IL,*,Phoenix             AZ,1,0,0,1,1,0,0,1,1.11,3,2297.846376,"$29,260.00","$23,025.00",7830332,2753373,1446,23009,$152.10
344,MDW,Chicago             IL,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.11,3,2297.846376,"$29,260.00","$23,025.00",7830332,2753373,1446,23009,$152.10
345,*,Cleveland           OH,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.56,0,2659.935397,"$26,046.00","$23,025.00",2230955,2753373,1749,4272,$166.66
346,*,Columbus            OH,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.56,3,3391.869499,"$24,502.00","$23,025.00",125722,2753373,1673,4780,$158.00
347,*,Dallas/Fort Worth   TX,*,Phoenix             AZ,1,0,1,0,0,1,0,1,1.1,0,4711.468944,"$28,637.00","$23,025.00",3036732,2753373,870,7060,$229.84
348,*,Denver              CO,*,Phoenix             AZ,1,0,1,0,0,1,0,1,1.02,0,3959.074303,"$29,055.00","$23,025.00",1862106,2753373,590,11723,$133.04
349,*,Detroit             MI,*,Phoenix             AZ,1,0,0,1,0,1,1,0,1.22,3,4116.078253,"$26,506.00","$23,025.00",4459144,2753373,1682,8384,$191.66
350,*,El Paso             TX,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1,3,7231.624169,"$14,600.00","$23,025.00",677757,2753373,353,6211,$60.73
351,*,Houston             TX,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.08,3,3100.412524,"$27,211.00","$23,025.00",3770125,2753373,1014,6277,$148.28
352,*,Kansas City         MO,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.18,3,3725.958917,"$25,450.00","$23,025.00",1694803,2753373,1046,8478,$85.48
353,*,Las Vegas           NV,*,Phoenix             AZ,0,1,0,1,0,1,0,1,1,3,5619.017029,"$24,575.00","$23,025.00",1197234,2753373,248,22995,$53.07
354,*,Los Angeles         CA,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.01,3,3923.943118,"$24,706.00","$23,025.00",9056076,2753373,366,35471,$51.73
355,*,Minneapolis/St Paul MN,*,Phoenix             AZ,1,0,1,0,0,1,1,0,1.12,0,4317.486925,"$28,739.00","$23,025.00",2761118,2753373,1279,8730,$195.91
356,JFK,New York/Newark     NY,*,Phoenix             AZ,1,0,1,0,1,0,0,1,1.39,3,2892.902534,"$32,991.00","$23,025.00",8621121,2753373,2148,14830,$273.12
357,LGA,New York/Newark     NY,*,Phoenix             AZ,1,0,1,0,1,0,0,1,1.39,3,2892.902534,"$32,991.00","$23,025.00",8621121,2753373,2148,14830,$273.12
358,EWR,New York/Newark     NY,*,Phoenix             AZ,1,0,1,0,0,1,1,0,1.39,3,2892.902534,"$32,991.00","$23,025.00",8621121,2753373,2148,14830,$273.12
359,*,Oakland             CA,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.03,3,4787.551493,"$29,846.00","$23,025.00",2237227,2753373,638,8271,$84.15
360,*,Omaha               NE,*,Phoenix             AZ,1,0,0,1,0,1,0,1,1.34,3,3442.981263,"$25,127.00","$23,025.00",679984,2753373,1031,5953,$81.32
361,*,Orlando             FL,*,Phoenix             AZ,0,1,0,1,0,1,0,1,1.78,3,2275.241108,"$22,360.00","$23,025.00",1421287,2753373,1851,4099,$162.53
362,*,Philadelphia/Camden PA,*,Phoenix             AZ,1,0,1,0,0,1,0,1,1.55,3,3127.58946,"$27,994.00","$23,025.00",4948339,2753373,2083,3891,$291.78
363,*,Atlanta             GA,*,Pittsburgh          PA,1,0,1,0,0,1,1,0,1.04,3,4215.012034,"$26,993.00","$25,054.00",3532657,2374260,525,7664,$93.55
364,*,Boston              MA,*,Pittsburgh          PA,1,0,1,0,0,1,1,0,1.1,3,9174.829234,"$30,124.00","$25,054.00",5787293,2374260,483,5539,$186.28
365,ORD,Chicago             IL,*,Pittsburgh          PA,1,0,1,0,1,0,1,0,1.05,3,4947.279665,"$29,260.00","$25,054.00",7830332,2374260,412,6585,$208.86
366,MDW,Chicago             IL,*,Pittsburgh          PA,1,0,1,0,0,1,1,0,1.05,3,4947.279665,"$29,260.00","$25,054.00",7830332,2374260,412,6585,$208.86
367,JFK,New York/Newark     NY,*,Pittsburgh          PA,1,0,1,0,1,0,1,0,1.02,3,5898.739251,"$32,991.00","$25,054.00",8621121,2374260,325,13957,$169.90
368,LGA,New York/Newark     NY,*,Pittsburgh          PA,1,0,1,0,1,0,1,0,1.02,3,5898.739251,"$32,991.00","$25,054.00",8621121,2374260,325,13957,$169.90
369,EWR,New York/Newark     NY,*,Pittsburgh          PA,1,0,1,0,0,1,1,0,1.02,3,5898.739251,"$32,991.00","$25,054.00",8621121,2374260,325,13957,$169.90
370,EWR,New York/Newark     NY,*,Pittsburgh          PA,1,0,1,0,0,1,1,0,1.02,3,5898.739251,"$32,991.00","$25,054.00",8621121,2374260,325,13957,$169.90
371,*,Orlando             FL,*,Pittsburgh          PA,0,1,1,0,0,1,1,0,1.23,3,6166.326774,"$22,360.00","$25,054.00",1421287,2374260,831,7121,$122.62
372,*,Philadelphia/Camden PA,*,Pittsburgh          PA,1,0,1,0,0,1,1,0,1.02,0,9935.071799,"$27,994.00","$25,054.00",4948339,2374260,264,9515,$134.09
373,*,Boise               ID,*,Portland            OR,1,0,0,1,0,1,0,1,1.01,1,4315.920953,"$23,901.00","$26,409.00",372606,249561,344,5899,$66.88
374,ORD,Chicago             IL,*,Portland            OR,1,0,1,0,1,0,0,1,1.34,3,4409.423401,"$29,260.00","$26,409.00",7830332,249561,1749,5025,$279.61
375,MDW,Chicago             IL,*,Portland            OR,1,0,1,0,0,1,0,1,1.34,3,4409.423401,"$29,260.00","$26,409.00",7830332,249561,1749,5025,$279.61
376,*,Denver              CO,*,Portland            OR,1,0,1,0,0,1,0,1,1.3,3,6769.311421,"$29,055.00","$26,409.00",1862106,249561,992,4701,$188.46
377,*,Honolulu (Intl)     HI,*,Portland            OR,0,1,1,0,0,1,0,1,1.63,3,3784.941896,"$26,681.00","$26,409.00",873131,249561,2603,2746,$205.51
378,*,Las Vegas           NV,*,Portland            OR,0,1,0,1,0,1,0,1,1.16,3,2318.278598,"$24,575.00","$26,409.00",1197234,249561,760,9497,$69.19
379,*,Los Angeles         CA,*,Portland            OR,1,0,0,1,0,1,0,1,1.06,0,3153.677489,"$24,706.00","$26,409.00",9056076,249561,831,16784,$91.97
380,JFK,New York/Newark     NY,*,Portland            OR,1,0,1,0,1,0,0,1,1.77,3,2548.462025,"$32,991.00","$26,409.00",8621121,249561,2444,4455,$302.33
381,LGA,New York/Newark     NY,*,Portland            OR,1,0,1,0,1,0,0,1,1.77,3,2548.462025,"$32,991.00","$26,409.00",8621121,249561,2444,4455,$302.33
382,EWR,New York/Newark     NY,*,Portland            OR,1,0,1,0,0,1,1,0,1.77,1,2548.462025,"$32,991.00","$26,409.00",8621121,249561,2444,4455,$302.33
383,*,Oakland             CA,*,Portland            OR,1,0,0,1,0,1,0,1,1.01,3,5281.562,"$29,846.00","$26,409.00",2237227,249561,543,10016,$63.76
384,*,Phoenix             AZ,*,Portland            OR,1,0,0,1,0,1,0,1,1.31,3,2710.383251,"$23,025.00","$26,409.00",2753373,249561,1001,8292,$114.95
385,*,Sacramento          CA,*,Portland            OR,1,0,0,1,0,1,0,1,1.04,3,5198.854033,"$24,236.00","$26,409.00",1481076,249561,485,7070,$65.80
386,*,Salt Lake City      UT,*,Portland            OR,1,0,0,1,0,1,0,1,1.03,3,5680.533864,"$21,121.00","$26,409.00",1228816,249561,633,6602,$79.48
387,*,San Diego           CA,*,Portland            OR,1,0,0,1,0,1,0,1,1.26,3,4876.684471,"$23,903.00","$26,409.00",2673620,249561,933,6302,$96.58
388,*,San Francisco       CA,*,Portland            OR,1,0,1,0,0,1,0,1,1.01,3,5144.169116,"$38,813.00","$26,409.00",1653017,249561,542,13527,$68.41
389,*,San Jose            CA,*,Portland            OR,1,0,0,1,0,1,0,1,1,3,4730.960149,"$34,880.00","$26,409.00",1594251,249561,569,11593,$65.84
390,*,Seattle/Tacoma      WA,*,Portland            OR,1,0,1,0,0,1,0,1,1,0,6397.404173,"$30,916.00","$26,409.00",2230831,249561,135,11415,$88.46
391,*,Spokane             WA,*,Portland            OR,1,0,0,1,0,1,0,1,1.01,3,5020.719363,"$21,300.00","$26,409.00",403939,249561,281,6760,$50.38
392,*,Baltimore/Wash Intl MD,*,Providence          RI,1,0,1,0,0,1,0,1,1.11,2,9129.663371,"$29,838.00","$24,205.00",29838,905329,328,1504,$176.88
393,ORD,Chicago             IL,*,Providence          RI,1,0,1,0,1,0,0,1,1.11,3,4124.547463,"$29,260.00","$24,205.00",7830332,905329,842,2874,$219.38
394,MDW,Chicago             IL,*,Providence          RI,1,0,1,0,0,1,0,1,1.11,2,4124.547463,"$29,260.00","$24,205.00",7830332,905329,842,2874,$219.38
395,JFK,New York/Newark     NY,*,Providence          RI,1,0,1,0,1,0,0,1,1,3,4449.75788,"$32,991.00","$24,205.00",8621121,905329,147,4158,$106.29
396,LGA,New York/Newark     NY,*,Providence          RI,1,0,1,0,1,0,0,1,1,3,4449.75788,"$32,991.00","$24,205.00",8621121,905329,147,4158,$106.29
397,EWR,New York/Newark     NY,*,Providence          RI,1,0,1,0,0,1,1,0,1,3,4449.75788,"$32,991.00","$24,205.00",8621121,905329,147,4158,$106.29
398,*,Orlando             FL,*,Providence          RI,0,1,1,0,0,1,0,1,1.55,2,3087.270205,"$22,360.00","$24,205.00",1421287,905329,1075,4771,$108.96
399,*,Atlanta             GA,*,Raleigh/Durham      NC,1,0,1,0,0,1,0,1,1.03,3,7046.11498,"$26,993.00","$26,101.00",3532657,1021830,356,9307,$123.44
400,*,Boston              MA,*,Raleigh/Durham      NC,1,0,1,0,0,1,0,1,1.26,3,4542.832183,"$30,124.00","$26,101.00",5787293,1021830,606,5598,$140.07
401,ORD,Chicago             IL,*,Raleigh/Durham      NC,1,0,1,0,1,0,0,1,1.12,3,4579.823949,"$29,260.00","$26,101.00",7830332,1021830,636,6123,$193.67
402,MDW,Chicago             IL,*,Raleigh/Durham      NC,1,0,1,0,0,1,0,1,1.12,3,4579.823949,"$29,260.00","$26,101.00",7830332,1021830,636,6123,$193.67
403,*,Dallas/Fort Worth   TX,*,Raleigh/Durham      NC,1,0,1,0,0,1,0,1,1.19,3,7617.690001,"$28,637.00","$26,101.00",3036732,1021830,1065,4285,$230.56
404,JFK,New York/Newark     NY,*,Raleigh/Durham      NC,1,0,1,0,1,0,0,1,1.06,3,3474.227895,"$32,991.00","$26,101.00",8621121,1021830,426,12883,$154.73
405,LGA,New York/Newark     NY,*,Raleigh/Durham      NC,1,0,1,0,1,0,0,1,1.06,3,3474.227895,"$32,991.00","$26,101.00",8621121,1021830,426,12883,$154.73
406,EWR,New York/Newark     NY,*,Raleigh/Durham      NC,1,0,1,0,0,1,1,0,1.06,3,3474.227895,"$32,991.00","$26,101.00",8621121,1021830,426,12883,$154.73
407,*,Philadelphia/Camden PA,*,Raleigh/Durham      NC,1,0,1,0,0,1,0,1,1.02,3,5317.359565,"$27,994.00","$26,101.00",4948339,1021830,346,4288,$144.86
408,IAD,Washington          DC,*,Raleigh/Durham      NC,1,0,1,0,0,1,0,1,1.01,3,3266.440988,"$31,981.00","$26,101.00",4549784,1021830,225,7241,$109.44
409,DCA,Washington          DC,*,Raleigh/Durham      NC,1,0,1,0,1,0,0,1,1.01,3,3266.440988,"$31,981.00","$26,101.00",4549784,1021830,225,7241,$109.44
410,ORD,Chicago             IL,*,Reno                NV,0,1,1,0,1,0,0,1,1.41,3,4014.792118,"$29,260.00","$29,284.00",7830332,298680,1680,3926,$125.90
411,MDW,Chicago             IL,*,Reno                NV,0,1,1,0,0,1,0,1,1.41,3,4014.792118,"$29,260.00","$29,284.00",7830332,298680,1680,3926,$125.90
412,*,Las Vegas           NV,*,Reno                NV,0,1,0,1,0,1,0,1,1,3,5182.368319,"$24,575.00","$29,284.00",1197234,298680,344,13102,$54.38
413,*,Los Angeles         CA,*,Reno                NV,0,1,0,1,0,1,0,1,1.09,3,5265.154269,"$24,706.00","$29,284.00",9056076,298680,388,10213,$60.28
414,*,Oakland             CA,*,Reno                NV,0,1,0,1,0,1,0,1,1,3,10000,"$29,846.00","$29,284.00",2237227,298680,180,5220,$47.85
415,*,Phoenix             AZ,*,Reno                NV,0,1,0,1,0,1,0,1,1.07,3,4860.357051,"$23,025.00","$29,284.00",2753373,298680,592,4517,$72.42
416,*,Portland            OR,*,Reno                NV,0,1,0,1,0,1,0,1,1.06,3,5296.514339,"$26,409.00","$29,284.00",249561,298680,444,9368,$44.89
417,*,San Diego           CA,*,Reno                NV,0,1,0,1,0,1,0,1,1.15,3,5550.559623,"$23,903.00","$29,284.00",2673620,298680,488,3958,$68.59
418,*,San Jose            CA,*,Reno                NV,0,1,0,1,0,1,0,1,1,3,5454.194585,"$34,880.00","$29,284.00",1594251,298680,188,6394,$42.47
419,*,Seattle/Tacoma      WA,*,Reno                NV,0,1,0,1,0,1,0,1,1.02,3,3802.735798,"$30,916.00","$29,284.00",2230831,298680,569,14609,$45.11
420,JFK,New York/Newark     NY,*,Richmond (Intl)     VA,1,0,1,0,1,0,0,1,1.04,3,5006.447847,"$32,991.00","$26,553.00",8621121,936107,287,4472,$218.54
421,LGA,New York/Newark     NY,*,Richmond (Intl)     VA,1,0,1,0,1,0,0,1,1.04,3,5006.447847,"$32,991.00","$26,553.00",8621121,936107,287,4472,$218.54
422,EWR,New York/Newark     NY,*,Richmond (Intl)     VA,1,0,1,0,0,1,1,0,1.04,3,5006.447847,"$32,991.00","$26,553.00",8621121,936107,287,4472,$218.54
423,JFK,New York/Newark     NY,*,Rochester           NY,1,0,1,0,1,0,0,1,1.01,3,3428.640158,"$32,991.00","$26,044.00",8621121,113091,254,8469,$127.38
424,LGA,New York/Newark     NY,*,Rochester           NY,1,0,1,0,1,0,0,1,1.01,3,3428.640158,"$32,991.00","$26,044.00",8621121,113091,254,8469,$127.38
425,EWR,New York/Newark     NY,*,Rochester           NY,1,0,1,0,0,1,1,0,1.01,3,3428.640158,"$32,991.00","$26,044.00",8621121,113091,254,8469,$127.38
426,*,Burbank             CA,*,Sacramento          CA,1,0,0,1,0,1,0,1,1.01,3,9819.5561,"$24,706.00","$24,236.00",9056076,1481076,349,15444,$52.53
427,*,Las Vegas           NV,*,Sacramento          CA,0,1,0,1,0,1,0,1,1.18,3,8072.256517,"$24,575.00","$24,236.00",1197234,1481076,387,7985,$56.91
428,*,Los Angeles         CA,*,Sacramento          CA,1,0,0,1,0,1,0,1,1.01,3,4729.105277,"$24,706.00","$24,236.00",9056076,1481076,361,18833,$56.79
429,*,Phoenix             AZ,*,Sacramento          CA,1,0,0,1,0,1,0,1,1.1,3,4450.66573,"$23,025.00","$24,236.00",2753373,1481076,629,7007,$78.67
430,*,San Diego           CA,*,Sacramento          CA,1,0,0,1,0,1,0,1,1.02,3,9130.734614,"$23,903.00","$24,236.00",2673620,1481076,472,15062,$57.57
431,*,Seattle/Tacoma      WA,*,Sacramento          CA,1,0,0,1,0,1,0,1,1.03,3,5889.767136,"$30,916.00","$24,236.00",2230831,1481076,618,10303,$64.39
432,*,Atlanta             GA,*,Salt Lake City      UT,1,0,1,0,0,1,0,1,1.46,3,6749.122107,"$26,993.00","$21,121.00",3532657,1228816,1588,4644,$179.13
433,ORD,Chicago             IL,*,Salt Lake City      UT,1,0,0,1,1,0,0,1,1.22,3,2711.422267,"$29,260.00","$21,121.00",7830332,1228816,1259,5763,$185.65
434,MDW,Chicago             IL,*,Salt Lake City      UT,1,0,0,1,0,1,0,1,1.22,3,2711.422267,"$29,260.00","$21,121.00",7830332,1228816,1259,5763,$185.65
435,*,Denver              CO,*,Salt Lake City      UT,1,0,1,0,0,1,0,1,1,3,2587.577316,"$29,055.00","$21,121.00",1862106,1228816,388,12994,$69.60
436,*,Las Vegas           NV,*,Salt Lake City      UT,0,1,0,1,0,1,0,1,1.01,3,3935.005174,"$24,575.00","$21,121.00",1197234,1228816,359,10349,$57.40
437,*,Los Angeles         CA,*,Salt Lake City      UT,1,0,0,1,0,1,0,1,1.05,3,5089.745449,"$24,706.00","$21,121.00",9056076,1228816,584,17617,$66.46
438,JFK,New York/Newark     NY,*,Salt Lake City      UT,1,0,1,0,1,0,0,1,1.64,3,3863.499029,"$32,991.00","$21,121.00",8621121,1228816,1982,4739,$259.32
439,LGA,New York/Newark     NY,*,Salt Lake City      UT,1,0,1,0,1,0,0,1,1.64,3,3863.499029,"$32,991.00","$21,121.00",8621121,1228816,1982,4739,$259.32
440,EWR,New York/Newark     NY,*,Salt Lake City      UT,1,0,1,0,0,1,1,0,1.64,1,3863.499029,"$32,991.00","$21,121.00",8621121,1228816,1982,4739,$259.32
441,*,Oakland             CA,*,Salt Lake City      UT,1,0,0,1,0,1,0,1,1,1,5218.377928,"$29,846.00","$21,121.00",2237227,1228816,586,6460,$69.95
442,*,Phoenix             AZ,*,Salt Lake City      UT,1,0,0,1,0,1,0,1,1.01,3,3570.781383,"$23,025.00","$21,121.00",2753373,1228816,495,12447,$73.69
443,*,Sacramento          CA,*,Salt Lake City      UT,1,0,0,1,0,1,0,1,1.05,1,6050.649525,"$24,236.00","$21,121.00",1481076,1228816,525,4176,$72.22
444,*,San Diego           CA,*,Salt Lake City      UT,1,0,0,1,0,1,0,1,1.06,3,5193.606944,"$23,903.00","$21,121.00",2673620,1228816,617,6671,$65.91
445,*,San Francisco       CA,*,Salt Lake City      UT,1,0,1,0,0,1,0,1,1.02,3,4491.651563,"$38,813.00","$21,121.00",1653017,1228816,593,6213,$85.19
446,*,Seattle/Tacoma      WA,*,Salt Lake City      UT,1,0,0,1,0,1,0,1,1.03,3,5135.884368,"$30,916.00","$21,121.00",2230831,1228816,696,9201,$78.30
447,ORD,Chicago             IL,*,San Antonio         TX,1,0,0,1,1,0,0,1,1.28,3,3262.148046,"$29,260.00","$21,276.00",7830332,1481709,1038,6233,$128.36
448,MDW,Chicago             IL,*,San Antonio         TX,1,0,0,1,0,1,0,1,1.28,3,3262.148046,"$29,260.00","$21,276.00",7830332,1481709,1038,6233,$128.36
449,*,Dallas/Fort Worth   TX,*,San Antonio         TX,1,0,0,1,0,1,0,1,1.01,3,5130.286747,"$28,637.00","$21,276.00",3036732,1481709,242,22163,$63.69
450,*,Houston             TX,*,San Antonio         TX,1,0,0,1,0,1,0,1,1,3,5751.815143,"$27,211.00","$21,276.00",3770125,1481709,177,10581,$63.92
451,*,Las Vegas           NV,*,San Antonio         TX,0,1,0,1,0,1,0,1,1.3,3,5553.156143,"$24,575.00","$21,276.00",1197234,1481709,1074,6756,$86.71
452,*,Los Angeles         CA,*,San Antonio         TX,1,0,0,1,0,1,0,1,1.42,3,2909.148845,"$24,706.00","$21,276.00",9056076,1481709,1218,4620,$130.09
453,JFK,New York/Newark     NY,*,San Antonio         TX,1,0,1,0,1,0,0,1,1.78,3,2905.974705,"$32,991.00","$21,276.00",8621121,1481709,1577,3732,$273.53
454,LGA,New York/Newark     NY,*,San Antonio         TX,1,0,1,0,1,0,0,1,1.78,3,2905.974705,"$32,991.00","$21,276.00",8621121,1481709,1577,3732,$273.53
455,EWR,New York/Newark     NY,*,San Antonio         TX,1,0,1,0,0,1,1,0,1.78,3,2905.974705,"$32,991.00","$21,276.00",8621121,1481709,1577,3732,$273.53
456,*,Orlando             FL,*,San Antonio         TX,0,1,0,1,0,1,0,1,1.6,2,2366.3644,"$22,360.00","$21,276.00",1421287,1481709,1032,2978,$118.17
457,*,Atlanta             GA,*,San Diego           CA,1,0,1,0,0,1,0,1,1.44,3,5011.877804,"$26,993.00","$23,903.00",3532657,2673620,1886,4445,$204.35
458,*,Boston              MA,*,San Diego           CA,1,0,1,0,0,1,0,1,1.94,3,1888.302948,"$30,124.00","$23,903.00",5787293,2673620,2576,3987,$291.51
459,ORD,Chicago             IL,*,San Diego           CA,1,0,0,1,1,0,0,1,1.27,1,2863.202497,"$29,260.00","$23,903.00",7830332,2673620,1724,9252,$219.63
460,MDW,Chicago             IL,*,San Diego           CA,1,0,0,1,0,1,0,1,1.27,3,2863.202497,"$29,260.00","$23,903.00",7830332,2673620,1724,9252,$219.63
461,*,Dallas/Fort Worth   TX,*,San Diego           CA,1,0,1,0,0,1,0,1,1.18,3,5570.803174,"$28,637.00","$23,903.00",3036732,2673620,1163,4596,$252.97
462,*,Denver              CO,*,San Diego           CA,1,0,1,0,0,1,0,1,1.2,3,6496.302339,"$29,055.00","$23,903.00",1862106,2673620,840,6901,$134.79
463,*,Las Vegas           NV,*,San Diego           CA,0,1,0,1,0,1,0,1,1.01,0,6906.754346,"$24,575.00","$23,903.00",1197234,2673620,258,17966,$53.14
464,*,Los Angeles         CA,*,San Diego           CA,1,0,1,0,0,1,0,1,1,3,3105.312203,"$24,706.00","$23,903.00",9056076,2673620,114,6446,$70.41
465,*,Los Angeles         CA,*,San Diego           CA,1,0,1,0,0,1,0,1,1,3,3105.312203,"$24,706.00","$23,903.00",9056076,2673620,114,6446,$70.41
466,*,Minneapolis/St Paul MN,*,San Diego           CA,1,0,1,0,0,1,1,0,1.3,3,5472.065301,"$28,739.00","$23,903.00",2761118,2673620,1532,3066,$251.73
467,JFK,New York/Newark     NY,*,San Diego           CA,1,0,1,0,1,0,0,1,1.57,3,2313.603584,"$32,991.00","$23,903.00",8621121,2673620,2433,9343,$299.17
468,LGA,New York/Newark     NY,*,San Diego           CA,1,0,1,0,1,0,0,1,1.57,3,2313.603584,"$32,991.00","$23,903.00",8621121,2673620,2433,9343,$299.17
469,EWR,New York/Newark     NY,*,San Diego           CA,1,0,1,0,0,1,1,0,1.57,1,2313.603584,"$32,991.00","$23,903.00",8621121,2673620,2433,9343,$299.17
470,*,Oakland             CA,*,San Diego           CA,1,0,0,1,0,1,0,1,1.02,3,9588.086502,"$29,846.00","$23,903.00",2237227,2673620,448,16226,$57.29
471,*,Phoenix             AZ,*,San Diego           CA,1,0,0,1,0,1,0,1,1.01,3,5918.841329,"$23,025.00","$23,903.00",2753373,2673620,295,20653,$50.10
472,*,San Francisco       CA,*,San Diego           CA,1,0,0,1,0,1,0,1,1.02,3,5101.828898,"$38,813.00","$23,903.00",1653017,2673620,455,27906,$58.68
473,*,Seattle/Tacoma      WA,*,San Diego           CA,1,0,0,1,0,1,0,1,1.26,3,5588.715512,"$30,916.00","$23,903.00",2230831,2673620,1056,11396,$100.80
